Ordem Pedido;Loja;Tempo de Entrega;Devolução
10282;Físico;;Não
10283;Físico;;Não
10284;Físico;;Não
10286;Físico;;Não
10287;Físico;;Não
10289;Físico;;Sim
10290;Físico;;Não
10291;Físico;;Não
10293;Físico;;Não
10295;Alibaba;9;Não
10297;Físico;;Não
10298;Físico;;Não
10299;Físico;;Não
10300;Amazon;19;Não
10303;Físico;;Não
10304;Físico;;Não
10305;Físico;;Não
10306;Físico;;Não
10307;Físico;;Não
10310;Físico;;Não
10312;Físico;;Não
10313;Físico;;Não
10316;Físico;;Não
10317;Físico;;Não
10318;Físico;;Não
10320;Físico;;Não
10321;Físico;;Não
10326;Físico;;Não
10327;Físico;;Não
10329;Físico;;Não
10331;eBay;11;Não
10335;Físico;;Não
10336;Físico;;Não
10337;Físico;;Não
10338;Físico;;Não
10342;Carrefour;7;Não
10343;Físico;;Não
10344;AliExpress;1;Não
10346;Físico;;Não
10347;Físico;;Não
10348;Físico;;Não
10349;Físico;;Não
10351;Físico;;Não
10354;Físico;;Não
10355;Físico;;Não
10356;Schwarz;11;Não
10357;Aldi;9;Não
10359;Amazon;8;Não
10361;eshop europa;7;Não
10363;Físico;;Não
10364;Rakuten;7;Sim
10366;Físico;;Não
10367;Físico;;Não
10368;Físico;;Não
10370;Físico;;Não
10372;Físico;;Sim
10373;Físico;;Não
10375;Físico;;Não
10376;Físico;;Sim
10377;Físico;;Não
10378;Físico;;Sim
10380;Físico;;Sim
10383;Físico;;Não
10386;HomeDepot;13;Não
10387;Físico;;Não
10388;Físico;;Não
10389;Físico;;Não
10391;Físico;;Não
10392;Físico;;Não
10393;Físico;;Não
10394;Físico;;Não
10398;Físico;;Sim
10401;Físico;;Não
10402;Físico;;Sim
10404;Físico;;Sim
10405;Físico;;Não
10406;eshop europa;13;Não
10408;Físico;;Não
10409;Físico;;Não
10410;Físico;;Não
10411;Físico;;Não
10412;Físico;;Não
10413;Físico;;Não
10414;Físico;;Não
10415;Físico;;Não
10417;Físico;;Não
10418;Físico;;Não
10421;Físico;;Não
10423;Físico;;Não
10425;Físico;;Não
10426;Físico;;Não
10427;Físico;;Não
10428;Físico;;Sim
10429;Wish;7;Não
10430;Físico;;Não
10431;Físico;;Não
10434;Físico;;Não
10435;Físico;;Não
10436;Lowe's;16;Não
10437;Físico;;Não
10438;Físico;;Não
10439;Físico;;Sim
10440;Físico;;Não
10442;Físico;;Não
10443;Físico;;Não
10444;Físico;;Não
10445;Físico;;Sim
10446;Físico;;Não
10448;Físico;;Não
10449;Físico;;Não
10450;Físico;;Não
10451;Físico;;Não
10452;Físico;;Não
10454;Físico;;Não
10455;Físico;;Não
10457;Físico;;Não
10458;Físico;;Não
10459;Walmart;18;Não
10460;Físico;;Não
10462;Físico;;Não
10466;Físico;;Não
10467;Físico;;Sim
10468;Físico;;Não
10469;Físico;;Não
10470;Lazada;29;Não
10471;Amazon;8;Não
10473;Físico;;Não
10474;Físico;;Não
10475;Físico;;Não
10478;Físico;;Não
10479;Físico;;Não
10480;Walmart;9;Sim
10481;Físico;;Não
10482;Físico;;Não
10483;Físico;;Não
10484;Físico;;Não
10485;TaooMall;9;Não
10490;Físico;;Não
10495;Físico;;Não
10498;Físico;;Não
10500;HomeDepot;23;Não
10501;Físico;;Não
10502;Físico;;Não
10503;Físico;;Não
10504;Físico;;Não
10505;Físico;;Não
10506;Físico;;Não
10508;Físico;;Não
10509;eshop europa;8;Não
10510;Físico;;Não
10511;Físico;;Não
10515;Físico;;Não
10517;BestBuy;3;Não
10519;Rakuten;10;Não
10520;Físico;;Não
10521;Físico;;Não
10523;Schwarz;11;Não
10524;Físico;;Não
10525;Físico;;Não
10526;Aldi;8;Não
10529;Físico;;Não
10530;Walmart;19;Não
10531;Físico;;Não
10533;Físico;;Sim
10534;Físico;;Sim
10535;Físico;;Não
10536;Físico;;Não
10538;Rakuten;12;Não
10539;Físico;;Sim
10540;Físico;;Não
10544;Físico;;Não
10547;Físico;;Não
10549;Físico;;Não
10551;AliExpress;5;Sim
10552;Físico;;Não
10554;Físico;;Não
10555;Físico;;Não
10556;Físico;;Não
10557;SnapDeal;8;Não
10559;Físico;;Não
10560;Físico;;Não
10561;Físico;;Sim
10562;BestBuy;7;Não
10563;Físico;;Não
10564;Físico;;Não
10566;Físico;;Não
10571;Etsy;3;Não
10572;Wish;8;Não
10575;Físico;;Não
10578;Físico;;Não
10579;Físico;;Não
10580;Físico;;Não
10581;Físico;;Não
10582;Físico;;Não
10584;eshop europa;8;Sim
10585;Rakuten;13;Não
10586;Físico;;Não
10587;Físico;;Não
10591;Físico;;Não
10592;Físico;;Não
10593;Físico;;Não
10594;Físico;;Não
10595;Físico;;Não
10596;Lazada;3;Não
10598;Físico;;Não
10599;Físico;;Não
10601;Físico;;Não
10604;Físico;;Não
10610;Físico;;Não
10611;Físico;;Não
10612;Físico;;Não
10613;Físico;;Não
10614;Amazon;17;Não
10616;Físico;;Não
10617;Físico;;Não
10618;Físico;;Não
10620;Físico;;Não
10621;Físico;;Não
10622;Físico;;Não
10623;Físico;;Não
10624;Físico;;Não
10625;TaooMall;8;Não
10627;Físico;;Não
10630;Físico;;Não
10633;Físico;;Sim
10634;Físico;;Sim
10635;Físico;;Não
10637;Físico;;Não
10638;Físico;;Não
10639;Físico;;Não
10640;Físico;;Não
10642;Físico;;Não
10644;Físico;;Não
10645;Físico;;Não
10647;Físico;;Não
10648;Físico;;Não
10649;GittiGidiyor;10;Não
10650;Físico;;Sim
10651;Físico;;Não
10652;Físico;;Não
10653;Físico;;Não
10656;Físico;;Não
10658;Amazon;19;Não
10659;Físico;;Não
10663;Físico;;Não
10665;Físico;;Sim
10666;Físico;;Não
10667;Físico;;Não
10669;Físico;;Não
10670;Físico;;Não
10673;Físico;;Não
10674;Físico;;Não
10676;Físico;;Não
10677;Aldi;8;Não
10678;Físico;;Não
10679;Físico;;Não
10680;Físico;;Não
10682;Físico;;Não
10684;Físico;;Não
10685;Físico;;Não
10687;Físico;;Não
10688;Físico;;Não
10690;Físico;;Não
10691;Físico;;Não
10694;Físico;;Não
10695;Físico;;Não
10697;Flipkart;17;Não
10699;Físico;;Não
10701;Físico;;Não
10702;Físico;;Não
10703;Físico;;Não
10706;Físico;;Não
10707;Físico;;Não
10708;Físico;;Não
10710;Físico;;Não
10711;Físico;;Não
10713;Físico;;Não
10714;Walmart;15;Não
10717;Físico;;Não
10719;Físico;;Não
10720;Físico;;Não
10721;Físico;;Não
10722;Físico;;Não
10723;Físico;;Não
10724;Físico;;Não
10726;Wish;11;Não
10728;Físico;;Sim
10729;Físico;;Não
10730;Físico;;Não
10731;Físico;;Não
10733;Etsy;4;Não
10734;Físico;;Sim
10736;Físico;;Sim
10738;Físico;;Sim
10739;Físico;;Não
10741;Físico;;Não
10747;Físico;;Não
10749;Físico;;Não
10750;Físico;;Não
10751;Físico;;Não
10752;Físico;;Não
10755;Físico;;Não
10757;Físico;;Sim
10758;Físico;;Sim
10760;Físico;;Não
10761;Físico;;Não
10762;Físico;;Não
10763;Físico;;Não
10764;Físico;;Não
10765;Físico;;Não
10766;Físico;;Não
10767;Físico;;Sim
10768;Físico;;Não
10769;Físico;;Sim
10772;Físico;;Não
10774;Físico;;Não
10776;Físico;;Não
10777;Físico;;Não
10778;Físico;;Não
10779;Físico;;Não
10780;Físico;;Não
10782;Físico;;Não
10786;Físico;;Não
10787;Físico;;Não
10788;Físico;;Sim
10790;Físico;;Não
10791;Físico;;Não
10794;Lowe's;17;Sim
10795;Tesco;15;Sim
10797;Físico;;Não
10799;Físico;;Não
10800;Físico;;Não
10804;Físico;;Não
10806;Físico;;Não
10810;Físico;;Sim
10811;Etsy;12;Não
10812;Físico;;Não
10813;Físico;;Não
10817;Físico;;Não
10818;Físico;;Não
10819;Físico;;Sim
10820;eBay;28;Não
10821;Físico;;Não
10824;Físico;;Não
10825;Kaola;12;Não
10826;Físico;;Não
10827;E.Leclerc;15;Não
10829;Físico;;Não
10830;Físico;;Não
10831;Físico;;Não
10832;TaooMall;13;Não
10833;Físico;;Não
10835;Físico;;Não
10836;BestBuy;3;Sim
10837;Físico;;Não
10838;Físico;;Não
10840;Físico;;Sim
10841;Físico;;Não
10842;Físico;;Não
10843;Físico;;Não
10847;Físico;;Não
10850;Físico;;Sim
10853;Físico;;Não
10855;Físico;;Não
10856;Físico;;Não
10857;Walmart;16;Não
10859;Físico;;Não
10860;Físico;;Não
10864;SnapDeal;8;Sim
10865;Físico;;Não
10866;Físico;;Não
10867;Físico;;Não
10868;Físico;;Sim
10869;Rakuten;11;Não
10870;Físico;;Sim
10872;Físico;;Não
10873;Físico;;Não
10875;Físico;;Não
10876;Físico;;Não
10880;Físico;;Não
10881;Físico;;Não
10882;Físico;;Sim
10883;Físico;;Sim
10884;Qoo10;14;Não
10885;Físico;;Não
10887;Físico;;Não
10888;Físico;;Não
10889;Físico;;Não
10891;Físico;;Não
10892;Etsy;3;Não
10894;Físico;;Não
10895;Físico;;Não
10896;Físico;;Sim
10898;Físico;;Não
10901;Físico;;Não
10902;Físico;;Não
10904;Físico;;Não
10905;Físico;;Não
10907;Físico;;Não
10908;Físico;;Não
10910;Físico;;Não
10911;Físico;;Não
10912;Físico;;Não
10915;Target;17;Não
10916;Físico;;Não
10917;Físico;;Não
10918;Físico;;Sim
10921;Físico;;Sim
10922;Físico;;Não
10923;Físico;;Não
10925;Wish;10;Não
10926;Físico;;Não
10928;Físico;;Não
10929;Físico;;Não
10931;Físico;;Não
10933;Físico;;Não
10935;Físico;;Não
10937;Físico;;Não
10938;Físico;;Não
10939;Físico;;Não
10942;Físico;;Não
10943;Físico;;Não
10944;Físico;;Não
10945;Físico;;Não
10946;Físico;;Não
10948;Físico;;Não
10949;Físico;;Não
10950;Físico;;Não
10951;Físico;;Sim
10952;Físico;;Não
10953;Físico;;Não
10956;Físico;;Não
10957;Físico;;Não
10958;Físico;;Não
10959;Físico;;Não
10960;Físico;;Não
10963;Físico;;Não
10964;Físico;;Não
10966;Físico;;Não
10969;Craiglist;2;Não
10972;Físico;;Não
10973;Físico;;Não
10974;Físico;;Não
10976;Físico;;Não
10977;Edeka;16;Não
10981;Físico;;Não
10983;Físico;;Não
10984;Físico;;Não
10987;Físico;;Não
10988;Físico;;Não
10990;Lazada;11;Não
10991;Físico;;Não
10995;Físico;;Não
10996;Físico;;Sim
10997;Físico;;Não
11000;Wish;12;Não
11001;Físico;;Não
11002;Físico;;Não
11005;Físico;;Sim
11007;Físico;;Sim
11009;Físico;;Não
11010;Físico;;Não
11011;Físico;;Sim
11012;Físico;;Não
11018;Físico;;Não
11019;Físico;;Não
11020;Físico;;Não
11021;Físico;;Não
11022;Target;19;Não
11023;Físico;;Não
11024;Físico;;Não
11025;TaooMall;13;Não
11029;Físico;;Não
11030;Físico;;Não
11032;Físico;;Não
11033;Físico;;Não
11034;Físico;;Não
11035;Físico;;Não
11036;Físico;;Não
11037;Físico;;Não
11039;Físico;;Não
11040;Físico;;Não
11041;Wish;13;Não
11042;Físico;;Não
11044;Físico;;Não
11045;Físico;;Não
11047;Físico;;Sim
11048;Físico;;Não
11050;Físico;;Não
11051;Físico;;Não
11053;Físico;;Não
11054;Físico;;Não
11057;Físico;;Não
11058;Físico;;Não
11060;GittiGidiyor;11;Não
11061;Físico;;Não
11064;Físico;;Não
11065;Físico;;Não
11067;Físico;;Não
11073;Físico;;Não
11075;Físico;;Não
11077;Físico;;Não
11078;Físico;;Sim
11079;Físico;;Não
11080;E.Leclerc;11;Não
11081;Físico;;Não
11083;Físico;;Não
11086;Físico;;Não
11088;Físico;;Não
11090;Físico;;Não
11092;Físico;;Não
11093;Físico;;Não
11097;Físico;;Sim
11098;Físico;;Não
11100;Físico;;Não
11101;Físico;;Sim
11102;Físico;;Não
11103;Físico;;Não
11105;Físico;;Sim
11111;Físico;;Não
11112;Físico;;Não
11114;Físico;;Não
11115;Rakuten;9;Sim
11116;Físico;;Sim
11117;Físico;;Não
11118;Físico;;Não
11119;Físico;;Não
11120;Les Mousquetaires;17;Não
11121;Físico;;Não
11122;Wish;8;Não
11125;Físico;;Sim
11127;Físico;;Não
11128;Físico;;Não
11134;Físico;;Não
11135;Físico;;Não
11136;Tesco;14;Não
11137;Físico;;Não
11138;Físico;;Não
11139;Físico;;Não
11140;Físico;;Não
11141;Edeka;15;Não
11142;Físico;;Não
11144;Físico;;Não
11145;Físico;;Não
11146;Físico;;Não
11147;Físico;;Não
11149;Físico;;Não
11151;Físico;;Não
11152;Físico;;Não
11153;Físico;;Sim
11154;Físico;;Sim
11156;Físico;;Não
11157;Físico;;Não
11158;Físico;;Não
11159;Físico;;Não
11160;Físico;;Não
11162;Físico;;Não
11163;Físico;;Não
11164;Físico;;Não
11166;Físico;;Não
11167;Físico;;Não
11168;Físico;;Não
11169;Flipkart;14;Não
11170;Target;11;Não
11172;Físico;;Sim
11175;Les Mousquetaires;17;Não
11176;Físico;;Não
11178;Físico;;Não
11179;Aldi;10;Não
11180;Físico;;Não
11183;Físico;;Não
11185;Físico;;Não
11186;Físico;;Não
11187;Físico;;Não
11188;Lowe's;14;Não
11189;Físico;;Não
11190;Físico;;Não
11191;Físico;;Não
11194;Físico;;Não
11195;Físico;;Não
11196;Físico;;Não
11197;Físico;;Não
11198;Físico;;Não
11199;Físico;;Não
11200;Físico;;Não
11201;Físico;;Não
11202;Físico;;Não
11203;Físico;;Não
11204;Físico;;Não
11205;Físico;;Não
11206;Físico;;Não
11207;Físico;;Não
11208;Físico;;Não
11209;Físico;;Não
11210;Walmart;19;Não
11213;Físico;;Não
11214;Físico;;Não
11216;Físico;;Não
11217;Físico;;Não
11219;Físico;;Não
11221;Amazon;10;Não
11223;Físico;;Não
11225;Físico;;Não
11226;Físico;;Não
11228;Físico;;Não
11229;Físico;;Não
11231;HomeDepot;23;Não
11234;Físico;;Não
11235;Físico;;Não
11236;Físico;;Sim
11238;Físico;;Não
11239;Edeka;10;Não
11240;Físico;;Não
11241;Físico;;Sim
11243;Físico;;Não
11246;Físico;;Sim
11248;Les Mousquetaires;16;Não
11249;Físico;;Não
11252;Físico;;Não
11253;Físico;;Não
11254;Físico;;Não
11255;Físico;;Não
11256;Físico;;Não
11257;Físico;;Não
11258;Físico;;Não
11259;Qoo10;16;Não
11260;Físico;;Não
11261;Físico;;Sim
11262;Físico;;Não
11263;Físico;;Não
11265;Físico;;Não
11266;Físico;;Não
11270;Físico;;Não
11272;Físico;;Não
11274;Físico;;Não
11275;Físico;;Não
11278;Físico;;Sim
11280;Rewe;12;Não
11281;Físico;;Não
11282;Walmart;18;Sim
11283;Lowe's;18;Não
11285;Físico;;Não
11286;Físico;;Sim
11289;Físico;;Não
11291;Físico;;Sim
11293;Físico;;Não
11294;Físico;;Não
11295;Físico;;Não
11297;Físico;;Não
11298;Físico;;Não
11301;Físico;;Não
11302;Target;12;Sim
11303;Físico;;Não
11304;Físico;;Não
11305;Lowe's;8;Não
11306;Físico;;Não
11308;Físico;;Não
11309;Target;17;Não
11310;Físico;;Não
11312;Físico;;Não
11314;Físico;;Não
11315;Físico;;Não
11316;Físico;;Não
11317;Físico;;Não
11318;Físico;;Não
11319;Lowe's;11;Não
11320;Físico;;Não
11323;Físico;;Não
11324;Lazada;27;Não
11325;Físico;;Não
11327;Físico;;Não
11328;Físico;;Não
11332;Físico;;Não
11333;Físico;;Não
11334;BestBuy;6;Não
11335;Lazada;13;Não
11337;Flipkart;14;Não
11338;Físico;;Não
11343;HomeDepot;22;Não
11344;Físico;;Não
11347;Físico;;Não
11348;Físico;;Não
11349;Físico;;Sim
11351;Físico;;Não
11353;Físico;;Sim
11354;Físico;;Não
11355;Físico;;Sim
11357;Físico;;Não
11358;Físico;;Sim
11361;Físico;;Não
11363;Lowe's;16;Não
11364;Físico;;Não
11366;Físico;;Não
11368;Físico;;Não
11369;Físico;;Não
11371;Físico;;Não
11373;Físico;;Não
11374;Físico;;Não
11375;Físico;;Não
11376;Físico;;Não
11377;Físico;;Não
11378;Físico;;Não
11379;Físico;;Não
11381;AliExpress;1;Não
11383;Carrefour;12;Não
11386;Físico;;Sim
11387;Físico;;Não
11388;Físico;;Não
11390;Físico;;Não
11393;Físico;;Não
11395;Físico;;Não
11396;Físico;;Não
11397;Físico;;Não
11399;Físico;;Não
11400;Físico;;Não
11402;Físico;;Não
11403;Físico;;Sim
11404;Físico;;Não
11405;Físico;;Não
11406;Físico;;Não
11408;Físico;;Não
11409;Físico;;Não
11410;Físico;;Não
11412;Físico;;Não
11415;Físico;;Não
11416;Físico;;Não
11418;Físico;;Não
11419;Físico;;Não
11420;Físico;;Não
11421;Físico;;Não
11423;Físico;;Não
11425;Físico;;Não
11427;Físico;;Não
11428;Físico;;Não
11429;Físico;;Não
11433;Flipkart;14;Não
11434;Físico;;Não
11437;Físico;;Não
11438;Físico;;Não
11439;Físico;;Não
11440;Físico;;Sim
11443;Tesco;8;Não
11445;Físico;;Não
11446;Físico;;Não
11447;Físico;;Não
11448;Físico;;Não
11449;Físico;;Não
11450;Físico;;Não
11451;Amazon;19;Não
11454;Físico;;Não
11455;GittiGidiyor;12;Não
11457;Físico;;Não
11459;Físico;;Não
11462;Craiglist;6;Sim
11466;Físico;;Não
11467;Físico;;Não
11469;Físico;;Não
11470;Walmart;8;Não
11471;Físico;;Não
11472;Físico;;Não
11473;Craiglist;9;Não
11476;Físico;;Não
11480;Físico;;Não
11481;Físico;;Não
11484;Físico;;Não
11485;Aldi;11;Não
11486;Físico;;Não
11488;Físico;;Não
11489;Alibaba;6;Não
11490;Físico;;Não
11491;Físico;;Não
11492;Físico;;Não
11493;Físico;;Não
11494;Físico;;Não
11496;Físico;;Não
11498;Físico;;Não
11499;Físico;;Não
11501;Físico;;Não
11502;Físico;;Não
11503;Físico;;Não
11505;Walmart;12;Não
11507;Físico;;Sim
11508;Físico;;Não
11510;Físico;;Não
11511;Físico;;Não
11514;Etsy;21;Não
11516;Físico;;Não
11517;Físico;;Não
11519;Físico;;Não
11520;Físico;;Não
11521;Físico;;Não
11523;Físico;;Não
11524;Amazon;11;Não
11526;Físico;;Não
11527;Físico;;Não
11528;Físico;;Não
11531;Físico;;Não
11532;Físico;;Não
11534;Físico;;Não
11535;Físico;;Sim
11536;Físico;;Não
11538;HomeDepot;21;Não
11539;Carrefour;11;Não
11540;Físico;;Não
11541;Físico;;Não
11544;Físico;;Não
11545;Físico;;Não
11546;Físico;;Não
11549;Físico;;Não
11550;Físico;;Não
11552;Físico;;Não
11557;Físico;;Não
11558;Físico;;Sim
11561;Físico;;Não
11562;Qoo10;19;Não
11564;Físico;;Não
11565;Físico;;Não
11566;Qoo10;3;Não
11569;Físico;;Não
11571;Flipkart;14;Não
11573;Físico;;Não
11574;Físico;;Não
11577;Físico;;Não
11578;Físico;;Não
11579;Físico;;Não
11580;Físico;;Não
11581;Físico;;Não
11582;Les Mousquetaires;15;Não
11583;TaooMall;12;Sim
11584;Físico;;Não
11586;Físico;;Não
11587;Físico;;Não
11589;Flipkart;13;Não
11590;Físico;;Sim
11591;Físico;;Não
11592;Físico;;Não
11593;Físico;;Não
11594;Físico;;Sim
11595;Físico;;Não
11596;Físico;;Não
11599;Físico;;Sim
11603;Físico;;Não
11606;Físico;;Não
11607;Flipkart;8;Não
11608;Físico;;Não
11610;Físico;;Não
11612;E.Leclerc;17;Não
11613;Físico;;Não
11615;Físico;;Não
11617;Físico;;Não
11618;HomeDepot;4;Não
11619;Físico;;Sim
11622;Físico;;Não
11623;Físico;;Sim
11624;Físico;;Não
11627;Físico;;Não
11628;Aldi;7;Não
11634;Target;12;Não
11635;Físico;;Não
11636;Físico;;Não
11637;Físico;;Sim
11639;Físico;;Sim
11640;HomeDepot;23;Não
11641;Físico;;Não
11647;BestBuy;1;Não
11648;Físico;;Não
11649;Físico;;Não
11651;Físico;;Não
11652;Físico;;Não
11654;Físico;;Não
11656;Carrefour;7;Não
11658;Físico;;Sim
11660;GittiGidiyor;7;Não
11661;Físico;;Não
11662;Físico;;Não
11672;Físico;;Não
11673;Físico;;Não
11674;Físico;;Não
11675;Físico;;Não
11676;Físico;;Sim
11677;Físico;;Não
11678;Físico;;Não
11680;Aldi;9;Não
11681;Físico;;Não
11683;Físico;;Não
11684;Físico;;Não
11686;Walmart;8;Não
11687;Físico;;Não
11688;Físico;;Não
11695;Físico;;Não
11699;Físico;;Não
11700;Físico;;Não
11701;Físico;;Não
11702;Físico;;Sim
11703;Físico;;Não
11704;Físico;;Não
11705;Físico;;Não
11706;BestBuy;6;Não
11707;Físico;;Não
11709;Físico;;Não
11711;Físico;;Não
11713;Físico;;Não
11714;Rewe;7;Sim
11715;Físico;;Não
11716;TaooMall;8;Não
11717;Físico;;Não
11720;BestBuy;8;Não
11721;Físico;;Não
11722;Físico;;Não
11725;Físico;;Não
11727;Físico;;Sim
11728;Físico;;Não
11731;Físico;;Não
11732;Físico;;Não
11733;Les Mousquetaires;16;Não
11734;Físico;;Não
11736;Físico;;Não
11737;Físico;;Não
11738;Físico;;Não
11741;Físico;;Não
11742;Físico;;Não
11743;Físico;;Sim
11744;Físico;;Não
11745;Físico;;Não
11746;Físico;;Não
11747;Físico;;Não
11750;Físico;;Não
11752;Físico;;Não
11753;Craiglist;8;Não
11754;Físico;;Sim
11756;Rakuten;11;Não
11757;Físico;;Não
11758;Físico;;Não
11760;Físico;;Não
11761;Físico;;Sim
11762;Físico;;Não
11763;Físico;;Não
11764;Físico;;Não
11767;Físico;;Não
11771;Físico;;Não
11772;Amazon;15;Não
11774;Físico;;Não
11775;Físico;;Não
11776;Físico;;Não
11777;Físico;;Não
11779;Físico;;Não
11782;Físico;;Não
11784;Físico;;Não
11786;Físico;;Sim
11787;Físico;;Não
11789;Físico;;Não
11791;Físico;;Não
11792;Físico;;Não
11794;Físico;;Não
11798;Físico;;Não
11799;Físico;;Não
11800;Físico;;Não
11801;Físico;;Não
11802;Flipkart;12;Não
11803;Físico;;Não
11805;Rewe;7;Não
11807;Físico;;Não
11808;Físico;;Não
11809;Físico;;Não
11811;Físico;;Não
11812;Físico;;Não
11813;Físico;;Não
11814;Físico;;Não
11815;Físico;;Não
11816;Físico;;Não
11818;Rewe;7;Não
11822;Físico;;Não
11825;Físico;;Não
11826;Físico;;Não
11827;Etsy;12;Não
11829;Físico;;Sim
11831;Físico;;Não
11833;Físico;;Não
11834;Físico;;Não
11835;Qoo10;27;Não
11836;Físico;;Não
11838;Físico;;Não
11840;Físico;;Não
11842;Físico;;Não
11843;Físico;;Não
11844;Físico;;Não
11845;Físico;;Não
11846;Físico;;Não
11848;Físico;;Não
11849;Físico;;Não
11853;Físico;;Não
11854;Físico;;Não
11855;Físico;;Não
11856;Físico;;Não
11857;Físico;;Não
11858;Wish;13;Sim
11859;Físico;;Não
11860;Físico;;Não
11861;Físico;;Não
11863;Físico;;Sim
11864;eshop europa;7;Não
11865;Aldi;7;Não
11866;Físico;;Não
11867;Rakuten;12;Sim
11868;Físico;;Não
11871;Físico;;Não
11875;Físico;;Não
11876;BestBuy;9;Não
11877;Físico;;Não
11878;Físico;;Não
11879;Físico;;Não
11880;eshop europa;7;Sim
11881;Físico;;Não
11883;Físico;;Não
11885;Físico;;Não
11886;Físico;;Não
11887;Físico;;Não
11888;Físico;;Não
11889;Físico;;Sim
11892;Físico;;Não
11895;Físico;;Não
11896;Físico;;Não
11897;Físico;;Não
11898;Físico;;Não
11899;Físico;;Não
11900;Físico;;Não
11901;Físico;;Não
11902;Físico;;Não
11903;Físico;;Não
11905;Físico;;Não
11907;Físico;;Não
11909;Físico;;Não
11912;E.Leclerc;16;Não
11914;Físico;;Não
11915;Walmart;12;Não
11922;Físico;;Não
11923;Físico;;Não
11925;Físico;;Sim
11927;eshop europa;13;Sim
11928;Físico;;Não
11931;Físico;;Não
11932;Físico;;Não
11934;Físico;;Não
11936;Físico;;Não
11937;Etsy;10;Não
11939;Físico;;Não
11940;Físico;;Não
11941;AliExpress;7;Não
11942;Físico;;Não
11943;Flipkart;12;Não
11944;Físico;;Não
11945;Físico;;Não
11948;Físico;;Não
11951;BestBuy;4;Não
11953;Físico;;Não
11954;Físico;;Sim
11958;Físico;;Não
11961;Rakuten;12;Não
11962;Físico;;Não
11963;Físico;;Sim
11966;Craiglist;9;Não
11967;Físico;;Não
11968;Físico;;Não
11970;Físico;;Não
11971;Físico;;Não
11972;Walmart;16;Não
11973;Físico;;Sim
11974;Físico;;Não
11975;Físico;;Não
11977;HomeDepot;17;Não
11978;Físico;;Não
11981;Físico;;Não
11982;Físico;;Não
11984;Físico;;Não
11986;Físico;;Não
11987;Físico;;Sim
11988;Físico;;Não
11989;Físico;;Não
11990;Físico;;Não
11991;Físico;;Não
11992;Físico;;Não
11993;Etsy;25;Não
11994;Físico;;Não
11995;Físico;;Sim
11996;Físico;;Não
11997;Físico;;Não
11998;Rakuten;11;Não
11999;Físico;;Sim
12000;Físico;;Não
12001;Físico;;Não
12002;Físico;;Não
12004;Físico;;Não
12005;Físico;;Não
12006;Schwarz;24;Não
12007;Físico;;Sim
12009;Físico;;Não
12010;SnapDeal;8;Não
12011;Físico;;Não
12012;Wish;12;Não
12013;Físico;;Sim
12014;Físico;;Não
12017;Rewe;13;Não
12018;Carrefour;13;Não
12020;Físico;;Não
12022;Físico;;Não
12023;Físico;;Não
12024;Schwarz;29;Não
12025;Físico;;Não
12026;Físico;;Não
12027;Físico;;Não
12028;Físico;;Não
12029;Walmart;8;Não
12030;Físico;;Não
12032;Físico;;Sim
12034;Wish;13;Não
12035;Físico;;Não
12036;Físico;;Não
12037;Físico;;Não
12040;Físico;;Não
12041;Físico;;Não
12042;Físico;;Não
12043;Walmart;16;Não
12044;Físico;;Não
12045;Alibaba;3;Sim
12047;Físico;;Não
12049;Físico;;Não
12054;Físico;;Não
12055;Físico;;Não
12056;Físico;;Não
12057;Físico;;Não
12059;Físico;;Não
12060;Físico;;Não
12061;Físico;;Não
12062;Físico;;Não
12063;Físico;;Não
12066;Físico;;Não
12067;Físico;;Sim
12070;Alibaba;6;Não
12071;Físico;;Não
12072;Físico;;Não
12073;Físico;;Não
12074;Físico;;Não
12075;Físico;;Não
12076;Físico;;Não
12077;Físico;;Não
12078;Físico;;Não
12079;Físico;;Não
12081;Físico;;Não
12082;Físico;;Não
12085;Físico;;Não
12087;Físico;;Não
12089;Físico;;Não
12090;Físico;;Não
12091;Físico;;Não
12092;Físico;;Não
12094;Físico;;Não
12097;Físico;;Não
12098;Físico;;Não
12099;Físico;;Não
12100;Físico;;Não
12102;Les Mousquetaires;18;Não
12103;Walmart;11;Sim
12104;Físico;;Não
12106;Físico;;Não
12108;Físico;;Não
12111;Físico;;Não
12113;BestBuy;9;Sim
12114;Físico;;Não
12115;Físico;;Não
12117;Físico;;Não
12118;Craiglist;1;Não
12119;Físico;;Não
12122;Físico;;Não
12123;Walmart;12;Não
12126;Flipkart;12;Não
12128;Físico;;Não
12129;Físico;;Não
12131;Físico;;Não
12132;Físico;;Não
12133;Físico;;Não
12134;Físico;;Não
12136;Físico;;Não
12138;Físico;;Não
12139;Físico;;Não
12140;Físico;;Não
12141;Físico;;Não
12142;Físico;;Sim
12144;Físico;;Não
12145;Físico;;Não
12148;Físico;;Sim
12149;Físico;;Não
12150;Físico;;Sim
12151;Físico;;Sim
12153;Físico;;Não
12155;Físico;;Não
12156;Físico;;Não
12158;Físico;;Não
12159;E.Leclerc;18;Não
12161;Físico;;Não
12162;Físico;;Não
12163;Amazon;19;Não
12165;Físico;;Não
12166;Físico;;Não
12167;Físico;;Sim
12170;AliExpress;6;Não
12171;Físico;;Não
12174;Físico;;Não
12175;Amazon;17;Não
12176;Físico;;Sim
12178;Tesco;13;Não
12179;Físico;;Não
12180;Físico;;Não
